"Modelo";"R2_Ajustado";"Deviance_Explicada";"Score_Selecao";"Rank_Selecionado";"Criterio_Utilizado"
"Custo_Por_Internacao_Pandemia";0,9835;0,9661;6462,49;1;"AIC"
