"Modelo";"R2_Ajustado";"Deviance_Explicada";"Score_Selecao";"Rank_Selecionado";"Criterio_Utilizado"
"Custo_Total_PerCapita_Pandemia";0,9741;0,9458;6577,42;2;"AIC"
