"Modelo";"R2_Ajustado";"Deviance_Explicada";"Score_Selecao";"Rank_Selecionado";"Criterio_Utilizado"
"Custo_Total_PerCapita_Normal";0,9878;0,9732;19313,28;1;"AIC"
