"edf";"Ref.df";"F";"p-value";"Termo"
1,8696;2,2641;24,1123625281569;6,53354039947966e-11;"s(t)"
3,5653;4;2,8441;0,0220900067277617;"s(mes)"
1;1,0001;3,25157484251575;0,0726477211106572;"s(O3)"
