"edf";"Ref.df";"F";"p-value";"Termo"
2,8337;2,9719;14,6006931592584;1,17014072603045e-08;"s(t)"
3,6915;4;5,444625;0,000284242622469964;"s(mes)"
1,0001;1;0,4912;0,484147673352769;"s(NO2)"
3,3606;3,7875;2,75091749174917;0,0321088559423191;"s(TEMP)"
1,0883;1,1712;8,50187841530055;0,00278086201267393;"s(UR)"
2,9928;3,4946;3,42934813712585;0,0136871823105155;"s(VV)"
