"edf";"Ref.df";"F";"p-value";"Termo"
2,8946;3,4984;5,02149554081866;0,00114145475782904;"s(t)"
3,4303;4;9,778025;5,67636034441664e-08;"s(mes)"
1,0121;0,9998;1,61942388477696;0,203622148272336;"s(O3)"
0,9919;1,0005;6,10384807596202;0,0137083572073113;"s(TEMP)"
0,9721;1,0008;2,80425659472422;0,094408744619763;"s(VV)"
