"Termo";"Estimate";"Exponencial_RR_OR";"Std. Error";"t value";"Pr(>|t|)"
"(Intercept)";-2,44364911394879;0,0868433711962537;0,0386491001568153;-63,2265461300238;1,38875559253489e-293
"municipioGuarulhos";0,323449658355159;1,38188658807313;0,0534153735846658;6,05536639826128;2,27185038028622e-09
"municipioPiracicaba";0,382292643585152;1,46564093279726;0,046000049422933;8,31070071404234;4,84066759351739e-16
"municipioRibeirao Preto";0,55658753001701;1,74470856460204;0,0464923764215523;11,971587018275;3,2891048177072e-30
"municipioSantos";0,469761673882718;1,59961291824931;0,0570219771808058;8,23825649526662;8,42691924343739e-16
"municipioSao Bernardo do Campo";-0,261814694662782;0,769653631419894;0,0608596610944974;-4,30194138373954;1,93080584146094e-05
"municipioSao Jose dos Campos";0,50355777322543;1,65459749402992;0,0462432580979207;10,8893229832366;1,21982947557148e-25
"municipioSao Paulo";-0,0733127683256304;0,929310125794588;0,073501104492877;-0,997437641671564;0,318892525613909
"municipioTaubate";0,283992950191862;1,32842356558852;0,0467898278472134;6,06954466939282;2,08916833147985e-09
